id_contrato,cd_cliente,dt_contrato,vl_limite,vl_utilizado,tp_produto,cd_status,dt_vencimento,nr_parcelas,tx_juros_am
05A64F0C-F453-4E,D67D9A88-C34,2022-07-24,73463.66,20971.32,FINANCIAMENTO_VEICULO,ENCERRADO,2029-01-22,16,2.6776
63AFA3EF-721E-45,9078051D-07C,2023-01-06,87901.0,12673.6,FINANCIAMENTO_VEICULO,RENEGOCIADO,2027-04-08,28,7.5921
A06CECA9-9010-46,A3D456CB-CDC,2023-09-15,33906.44,19753.91,CARTAO_CREDITO,EM_ATRASO,2028-04-25,35,8.2654
F3CD5F23-501F-49,691D59B3-7FE,2021-04-20,64196.44,33797.83,CONSIGNADO,ENCERRADO,2030-06-13,19,2.8673
B20665D7-1DBD-4D,285DFD16-5DD,2020-04-04,61252.2,55462.03,FINANCIAMENTO_VEICULO,RENEGOCIADO,2027-11-20,41,7.6132
CB7CA717-15C7-4F,107243F2-368,2022-07-10,16119.82,16059.9,FINANCIAMENTO_VEICULO,EM_ATRASO,2030-10-08,57,0.8352
D1E909BA-6648-42,5C525AD3-E0B,2022-09-28,68831.12,18198.69,FINANCIAMENTO_VEICULO,ENCERRADO,2026-02-03,3,2.2737
3724ABC2-90A0-4C,BC184D0F-B3C,2020-04-25,39984.83,41473.57,CARTAO_CREDITO,RENEGOCIADO,2029-01-17,39,0.9141
C86F3326-BE77-43,C69A6927-B72,2020-04-29,24710.91,1171.68,CONSIGNADO,ENCERRADO,2026-02-14,13,1.5839
3836D2DF-8681-4B,2496CE35-A46,2019-01-28,32230.35,36056.82,CONSIGNADO,ATIVO,2025-03-07,26,3.9017
77D2174A-B9CF-4D,03B70411-818,2020-10-19,54284.81,707.4,FINANCIAMENTO_VEICULO,ENCERRADO,2030-01-11,4,7.4891
F31C4EA7-5701-4D,F67A0408-FB3,2023-12-05,87194.75,22269.0,CONSIGNADO,EM_ATRASO,2026-03-05,5,1.6497
D29F0441-ED61-46,A05E3883-7C8,2020-09-14,27965.13,28471.02,CONSIGNADO,RENEGOCIADO,2030-02-06,59,1.5257
6990322F-4FDC-40,D83FBE0D-126,2018-12-21,48726.38,14574.27,CREDITO_PESSOAL,ATIVO,2024-03-29,44,3.7074
3F34C47F-4524-4C,E312D44E-3D8,2020-01-22,42917.54,24682.92,CHEQUE_ESPECIAL,RENEGOCIADO,2027-12-17,4,3.0307
410A251B-60F4-4F,743FC2FA-1C5,2019-12-17,4268.41,692.85,CHEQUE_ESPECIAL,EM_ATRASO,2029-07-18,36,5.7211
92286221-E2E8-40,2A85F43E-231,2021-10-11,13616.84,14611.76,CARTAO_CREDITO,ENCERRADO,2028-10-11,42,1.5646
1B6E2DBE-DB3E-4B,42A9CD29-2F9,2018-06-26,79311.41,22319.92,FINANCIAMENTO_VEICULO,ENCERRADO,2024-09-23,4,4.8761
22103F99-3B48-45,E0ABA7D1-487,2023-05-21,3800.0,1411.85,CONSIGNADO,RENEGOCIADO,2024-03-13,26,1.8468
6FB10438-E77D-4C,9AFEBC11-DCD,2018-06-02,61705.29,37144.82,CONSIGNADO,RENEGOCIADO,2027-12-20,12,7.4779
FCA0296C-1C6C-42,8E42EDA2-06B,2022-03-13,42553.85,19362.4,CARTAO_CREDITO,ENCERRADO,2028-09-11,36,1.5157
36A6647B-0770-4A,BB347D67-ED6,2019-11-03,39437.67,42178.08,CARTAO_CREDITO,EM_ATRASO,2024-06-20,29,8.1444
6FE1A87E-5914-46,EDDB50D6-49A,2023-11-23,47368.91,10675.03,FINANCIAMENTO_VEICULO,ATIVO,2027-02-23,49,2.3222
1FBE058A-541E-4A,7CC2EBF2-FD3,2019-09-28,2280.09,1623.4,CARTAO_CREDITO,ATIVO,2027-10-29,55,6.8866
0D53EA61-08D1-42,AB82E6A4-64C,2018-06-12,66663.74,13575.72,FINANCIAMENTO_VEICULO,ATIVO,2025-12-27,42,8.0053
D917C415-90E5-46,992C185E-9D9,2021-08-29,49497.55,29238.98,FINANCIAMENTO_VEICULO,ENCERRADO,2024-09-15,15,2.0954
5025C068-153D-4F,03112687-423,2021-09-14,23227.01,3130.65,CHEQUE_ESPECIAL,ENCERRADO,2030-09-07,51,7.1616
3AEA9CE4-6137-46,148829F6-E46,2019-12-17,17705.61,11705.73,CREDITO_PESSOAL,EM_ATRASO,2024-06-01,8,3.0847
E455B6D1-D05A-42,07C93CA1-3B6,2024-03-05,67241.28,52271.2,CREDITO_PESSOAL,RENEGOCIADO,2028-02-15,19,2.6074
394907E6-589B-48,E92720A6-90C,2021-06-29,8989.1,5551.27,CREDITO_PESSOAL,EM_ATRASO,2029-02-04,35,1.2013
15122D75-1B3E-46,D8F25E4E-64C,2019-12-13,47817.42,34598.31,CREDITO_PESSOAL,RENEGOCIADO,2026-06-06,26,3.9654
DBBE4E47-D47E-46,3BE75694-93E,2023-05-13,60065.98,36143.32,CREDITO_PESSOAL,EM_ATRASO,2028-02-06,42,0.9314
A0ACFFA9-F798-43,1F53D01C-A6D,2020-09-26,83242.13,32182.17,CONSIGNADO,RENEGOCIADO,2028-01-18,3,0.9048
D2714FE1-3BE0-46,BB2AA7BB-CDF,2018-05-09,74297.55,63883.16,CONSIGNADO,ATIVO,2026-02-10,8,4.2173
6990DD80-0866-45,41006AC3-D3C,2018-11-15,14908.65,10803.88,CHEQUE_ESPECIAL,EM_ATRASO,2030-08-03,46,4.6525
38F4C813-F60F-4E,250D0F1E-5F5,2019-03-27,28633.92,6897.9,CREDITO_PESSOAL,RENEGOCIADO,2030-07-06,27,2.8377
B48349BA-7509-4A,D9113245-2F7,2022-07-20,11995.42,1150.43,CARTAO_CREDITO,ATIVO,2030-12-06,44,2.3392
8105B28B-F685-4D,040E7AAA-066,2020-01-31,92167.85,22131.46,CARTAO_CREDITO,RENEGOCIADO,2025-11-12,12,7.0328
CEB7F9DB-470C-4D,2D96CBE0-414,2020-04-28,38630.08,30500.84,CARTAO_CREDITO,RENEGOCIADO,2027-02-05,9,6.6561
EE6A3C7C-5E96-42,EA1A1A06-74E,2020-08-04,40161.48,43270.36,CARTAO_CREDITO,RENEGOCIADO,2025-01-22,19,1.2041
4ABE7EAF-34D8-42,8F0AA1B0-E59,2019-03-08,55198.59,9913.01,CARTAO_CREDITO,ATIVO,2029-05-01,6,6.1215
3B087286-4AE8-49,181E1A92-DAA,2021-04-23,12547.05,11455.99,CREDITO_PESSOAL,RENEGOCIADO,2026-10-21,3,3.3753
7D3664DF-B4F0-45,296BA3E8-2A2,2022-01-22,11458.35,8774.34,CARTAO_CREDITO,ATIVO,2030-09-15,58,6.2651
A2918714-D2BE-44,236EF649-782,2021-09-24,1065.12,1016.71,FINANCIAMENTO_VEICULO,RENEGOCIADO,2026-08-11,41,3.5575
C28ADF4D-D072-40,53C02BFE-5EA,2022-02-03,80355.62,92200.55,CONSIGNADO,EM_ATRASO,2024-12-22,31,6.9583
29F2CF04-257A-4D,34D64374-6C8,2019-03-25,24243.8,5077.54,CHEQUE_ESPECIAL,ATIVO,2025-09-06,46,2.23
180545BC-9AF8-43,713C8530-565,2022-03-22,92881.28,56318.06,FINANCIAMENTO_VEICULO,ATIVO,2024-08-10,26,3.9894
193B61F2-ECCD-4D,233320B6-644,2021-04-22,74377.85,1856.28,CONSIGNADO,ENCERRADO,2026-03-02,24,7.6039
B41E1318-DF2D-4E,A29C29B5-83F,2021-05-17,44309.89,14652.43,CONSIGNADO,ATIVO,2028-02-13,31,1.458
A43A346B-C38E-40,E312D44E-3D8,2023-07-25,34044.54,5918.05,CONSIGNADO,RENEGOCIADO,2027-11-25,11,3.832
6248E552-E29E-43,2ADD4393-5A3,2023-11-11,12641.21,7660.09,CONSIGNADO,ATIVO,2028-06-30,53,6.411
0CA670C7-B551-40,792CB343-994,2019-03-10,86255.74,9783.89,CREDITO_PESSOAL,ATIVO,2025-01-18,5,2.787
11D087A8-E669-4D,AEF073B0-AEE,2021-04-14,72470.22,9668.32,CONSIGNADO,EM_ATRASO,2028-02-01,57,3.1512
6EB8FD6B-EC37-4A,546E609B-C22,2020-04-15,41938.64,10457.76,FINANCIAMENTO_VEICULO,ATIVO,2029-04-08,58,7.28
C9238409-D85B-49,98ACCAA5-832,2018-01-03,71538.81,7602.38,FINANCIAMENTO_VEICULO,RENEGOCIADO,2030-09-11,21,3.189
04E4FDEC-AE78-46,3E7FC973-929,2024-02-02,94421.16,71085.18,CREDITO_PESSOAL,RENEGOCIADO,2024-01-21,13,2.7571
BBAD6287-B289-4F,DB44B012-FE0,2019-01-07,89331.7,66727.07,FINANCIAMENTO_VEICULO,RENEGOCIADO,2024-12-31,30,1.0227
84B64E84-05FB-4D,57922564-3CD,2018-05-31,10874.46,8131.8,CARTAO_CREDITO,ATIVO,2025-05-29,29,2.4418
458A941E-B53C-43,738B42B8-05F,2023-11-10,22554.83,2346.73,CARTAO_CREDITO,RENEGOCIADO,2025-10-26,2,8.0189
C077E954-D3F9-4F,F876C55C-CD8,2022-04-09,96498.57,52171.75,CREDITO_PESSOAL,RENEGOCIADO,2026-11-29,1,1.036
650F9440-E819-4E,1E198149-363,2021-07-23,57188.77,43781.4,CREDITO_PESSOAL,ENCERRADO,2028-06-21,47,1.2408
B86AEE7C-87B8-44,5994C2BD-463,2019-09-01,89487.15,45042.5,CREDITO_PESSOAL,ATIVO,2025-05-18,27,7.4995
B207BE20-4572-4F,5F849726-BC6,2019-12-08,20974.65,18387.36,CREDITO_PESSOAL,ATIVO,2025-05-15,17,7.5647
BEAF6C5C-7227-49,2ADD4393-5A3,2022-06-10,47566.14,48008.39,FINANCIAMENTO_VEICULO,ENCERRADO,2027-01-30,59,6.5973
3ED4DF62-BF8A-4B,37D042F3-091,2018-09-13,15012.61,3950.54,FINANCIAMENTO_VEICULO,EM_ATRASO,2025-06-01,48,1.3643
8223E875-BA91-48,93A055BD-B4A,2020-12-07,8383.8,8875.51,FINANCIAMENTO_VEICULO,ATIVO,2026-07-07,34,7.0115
3FC7F243-C915-43,8C5E1F11-854,2019-02-05,94170.11,87605.63,CREDITO_PESSOAL,ENCERRADO,2026-09-02,18,7.879
8ABFD45F-92E2-46,546E609B-C22,2018-09-22,42545.66,15588.41,FINANCIAMENTO_VEICULO,EM_ATRASO,2028-10-05,17,3.3006
AAFE9FF6-8D02-45,EEA42A8D-8B7,2022-11-10,76244.36,20484.09,CREDITO_PESSOAL,EM_ATRASO,2024-02-09,28,1.0597
C726BC2D-602E-4D,2A85F43E-231,2019-02-28,32696.06,30889.82,CARTAO_CREDITO,ENCERRADO,2029-05-02,60,5.8301
B68127A7-1541-42,9BD37035-C63,2021-04-05,93169.16,68771.87,FINANCIAMENTO_VEICULO,ENCERRADO,2025-03-06,49,6.0637
6E64154E-D67B-4D,85A782A1-AF3,2018-07-06,94674.67,59154.65,FINANCIAMENTO_VEICULO,RENEGOCIADO,2030-06-19,54,6.0707
B9AC90D0-AC77-48,9AFEBC11-DCD,2018-08-08,32462.36,27912.62,CARTAO_CREDITO,ENCERRADO,2024-02-26,18,1.6199
B2D9B7A6-EC78-4B,0846E910-845,2021-02-13,67531.14,49236.84,CREDITO_PESSOAL,RENEGOCIADO,2027-06-09,54,4.637
33A6FE85-B982-47,77D1C6FE-876,2022-03-01,24192.73,19534.53,CONSIGNADO,RENEGOCIADO,2026-10-15,28,6.6447
33680806-AFC7-4F,5C525AD3-E0B,2022-10-14,48042.64,5181.21,CONSIGNADO,EM_ATRASO,2025-10-01,54,8.124
E61FD081-085F-43,FF7FBC12-858,2023-06-05,83749.97,7368.21,CREDITO_PESSOAL,ATIVO,2026-11-06,1,6.9228
75AAC6F7-8AD8-41,4912A64A-776,2019-04-19,21819.54,465.25,CONSIGNADO,EM_ATRASO,2030-12-20,26,5.089
AFB7953A-4C7D-44,BB2AA7BB-CDF,2018-03-15,69804.86,21567.29,CONSIGNADO,EM_ATRASO,2025-11-23,37,0.9636
0EEBE553-16F8-4F,E1379B0F-C24,2021-12-22,72563.84,54842.47,CARTAO_CREDITO,EM_ATRASO,2029-06-01,59,5.193
94A90F0E-BF80-43,CE3CBFF5-437,2023-01-05,50467.92,30797.2,CHEQUE_ESPECIAL,RENEGOCIADO,2028-06-19,33,1.1821
F6175600-1CBA-4C,8F20775B-7C4,2019-12-06,94659.46,80665.2,CREDITO_PESSOAL,ATIVO,2028-10-10,41,1.5303
3741CE1B-3DC5-4D,BEABB55D-772,2018-05-25,59884.29,59351.98,FINANCIAMENTO_VEICULO,ENCERRADO,2029-06-21,33,5.7748
BBF640AD-BABA-47,75D5BF65-D16,2023-12-23,89299.61,2662.85,CARTAO_CREDITO,RENEGOCIADO,2029-08-19,52,2.3507
65884DC0-A881-46,60EFE149-B0D,2019-04-28,76332.76,13175.57,FINANCIAMENTO_VEICULO,EM_ATRASO,2030-10-04,9,7.5621
9CF74D50-8409-46,EA5734EE-BA6,2019-10-19,15277.75,14512.31,CHEQUE_ESPECIAL,ENCERRADO,2024-11-29,12,3.3358
35B0D7F6-498B-48,691D59B3-7FE,2018-01-10,48861.55,7698.32,CHEQUE_ESPECIAL,EM_ATRASO,2028-10-22,8,4.0696
6B6408AD-E08F-4D,97FDAD95-A9C,2020-12-05,69062.15,55539.75,CARTAO_CREDITO,ENCERRADO,2027-02-17,51,2.1434
D2CB7604-77CF-4F,B5E7A8A3-801,2019-08-13,65444.64,37221.55,CHEQUE_ESPECIAL,EM_ATRASO,2029-07-07,15,6.1864
60C8BB2A-EAFA-49,EE280395-C68,2019-02-19,86360.32,17866.47,CREDITO_PESSOAL,ENCERRADO,2024-02-18,39,2.7453
F8D4D47F-BB5D-40,6067204C-83B,2023-05-25,3951.27,2698.74,CREDITO_PESSOAL,ATIVO,2028-02-22,42,4.713
88110ADF-32B2-47,5FA92D7D-C05,2021-03-23,7017.8,5721.23,CHEQUE_ESPECIAL,EM_ATRASO,2024-07-25,56,5.9013
89AD5A94-01F5-47,84034CDC-913,2021-09-13,99639.3,15576.89,CHEQUE_ESPECIAL,ATIVO,2030-06-11,24,3.5635
FB81710E-0AD7-4C,B6D52146-CBF,2023-07-07,84914.43,66781.44,FINANCIAMENTO_VEICULO,ENCERRADO,2028-06-07,19,5.9698
AB9F0467-4250-4D,46B176BF-0B9,2021-11-27,18622.43,4515.64,FINANCIAMENTO_VEICULO,ENCERRADO,2026-06-30,34,6.3568
93486E6B-89ED-45,DB44B012-FE0,2018-10-20,10404.73,11497.52,CHEQUE_ESPECIAL,ENCERRADO,2024-12-14,16,3.2688
98F571E2-1CF1-4A,146EACB9-67C,2018-10-29,10646.76,10874.26,CHEQUE_ESPECIAL,ENCERRADO,2024-07-26,7,1.0262
CD83621E-DAA1-45,E284C7C2-092,2018-07-01,33153.24,14219.39,CHEQUE_ESPECIAL,EM_ATRASO,2028-07-16,37,2.9477
F918EA23-C249-40,20217DA6-A62,2021-03-27,52764.46,47098.92,CARTAO_CREDITO,ENCERRADO,2026-05-14,9,7.1354
CE689769-488C-4D,E764C6CE-0B3,2019-11-28,13047.15,3423.17,CARTAO_CREDITO,RENEGOCIADO,2026-10-18,34,6.5951
9A8B4C6C-1E8A-45,9FA5B939-CB2,2023-04-28,88705.21,87740.31,CARTAO_CREDITO,EM_ATRASO,2026-04-28,38,7.1984
F8C99779-A4B9-46,6BF7B311-358,2023-11-28,10930.26,6033.98,CREDITO_PESSOAL,RENEGOCIADO,2029-10-27,14,4.4939
374F87E1-4BC7-46,1E770BBB-B8E,2019-04-03,17360.87,4495.94,FINANCIAMENTO_VEICULO,ENCERRADO,2025-07-29,25,5.8012
41556813-E077-45,213778CE-215,2020-05-06,51828.51,36791.07,FINANCIAMENTO_VEICULO,ATIVO,2028-03-05,7,5.6094
D47C06AF-25A5-4D,DA3556EB-9FA,2024-02-04,7914.05,4087.69,CREDITO_PESSOAL,EM_ATRASO,2030-09-17,35,5.1052
F9800C72-CBB1-4B,006ECDDA-42E,2018-01-13,77374.51,21920.61,CHEQUE_ESPECIAL,RENEGOCIADO,2027-02-13,42,4.1701
94EDBC42-7779-4F,4B4FBDF4-BCD,2019-05-21,74172.73,19730.42,CARTAO_CREDITO,ENCERRADO,2026-05-05,29,1.2712
ACBBF04B-2B64-4B,C8D81C66-FDF,2019-11-24,25395.63,7785.54,CREDITO_PESSOAL,EM_ATRASO,2027-07-06,20,1.04
C4C64AA6-7972-41,0797B716-742,2018-03-04,85704.02,86962.3,CARTAO_CREDITO,EM_ATRASO,2026-08-10,59,3.5418
B565F956-4C95-43,051E9946-79D,2019-06-18,65176.17,38053.84,CHEQUE_ESPECIAL,EM_ATRASO,2030-03-10,47,1.5786
71B66BFD-AE14-45,7F4DB55A-F30,2024-03-24,12869.73,7565.47,CHEQUE_ESPECIAL,ENCERRADO,2029-10-20,21,1.2463
AA7F2410-C670-4A,047120EF-D1A,2024-01-01,93082.77,78053.07,CREDITO_PESSOAL,RENEGOCIADO,2029-05-25,38,8.3097
1A461E7A-A617-42,7343E2B3-4BD,2023-10-13,76494.76,84584.7,FINANCIAMENTO_VEICULO,EM_ATRASO,2026-06-16,30,1.3402
59239F07-7DB5-42,FC8D400B-C4F,2019-02-15,37424.28,33145.42,CREDITO_PESSOAL,ENCERRADO,2026-06-05,48,1.0566
27C7F2F1-2190-42,CC8C650E-86B,2022-09-01,77294.67,33895.6,FINANCIAMENTO_VEICULO,ATIVO,2028-07-02,14,6.6947
CF1FE513-7027-49,5B92290F-E34,2018-10-10,23676.33,2719.22,FINANCIAMENTO_VEICULO,ATIVO,2025-03-03,38,3.3594
517B37C0-7E91-4C,B92A73D1-35A,2020-09-30,74484.54,2189.55,FINANCIAMENTO_VEICULO,ENCERRADO,2025-04-12,54,2.2654
DD635B6F-B834-42,793C00B9-31F,2023-07-12,68675.3,18193.51,CONSIGNADO,ATIVO,2029-03-25,1,6.7595
3965CA9B-3E64-44,41532C01-314,2020-05-15,21883.48,14400.9,CARTAO_CREDITO,RENEGOCIADO,2025-02-03,52,4.9461
5517546B-D968-4D,A429C6B3-E53,2018-03-01,14144.07,827.02,CREDITO_PESSOAL,EM_ATRASO,2029-10-20,9,1.1471
37604328-B037-4F,DEAB7370-795,2020-01-18,14816.1,1644.22,CREDITO_PESSOAL,RENEGOCIADO,2027-05-07,9,3.0989
AF9508B0-5334-4C,AACCEFAB-AA1,2020-09-25,56108.62,60116.42,CHEQUE_ESPECIAL,EM_ATRASO,2027-08-08,4,6.7118
D584127C-C2B7-45,9AB96346-B5B,2018-04-09,94529.97,90715.66,CREDITO_PESSOAL,ENCERRADO,2028-04-24,52,7.847
375398C2-3DCE-44,8E42EDA2-06B,2019-06-14,44395.15,32457.12,CARTAO_CREDITO,RENEGOCIADO,2025-10-12,59,7.7098
2050E77B-C2FB-43,2D96CBE0-414,2023-05-07,72961.63,52138.97,CONSIGNADO,ATIVO,2026-08-17,21,6.154
3BEF67EF-511A-4F,219B700E-7A4,2024-01-10,70320.87,903.64,CARTAO_CREDITO,RENEGOCIADO,2030-01-19,56,6.9656
8EB2590B-C5F5-48,EB7A7F06-70E,2021-08-11,93442.01,28267.31,FINANCIAMENTO_VEICULO,EM_ATRASO,2029-01-03,48,6.1671
498A87F5-4FB6-46,8F20775B-7C4,2023-01-06,54093.62,4941.94,CREDITO_PESSOAL,EM_ATRASO,2026-01-29,3,8.2669
16AC0784-F321-4B,6067204C-83B,2022-01-20,26399.85,28129.81,CARTAO_CREDITO,EM_ATRASO,2027-08-27,27,4.5295
F0502BF3-B9BE-41,504B56C9-75C,2019-12-15,98700.53,1091.9,CARTAO_CREDITO,ATIVO,2028-05-31,42,4.6378
6812DFC2-3029-4C,EDA8FD63-D39,2020-09-21,31937.93,27044.1,CARTAO_CREDITO,ATIVO,2024-10-20,15,7.6088
760BEF32-B4EB-4E,5C525AD3-E0B,2018-05-17,86477.48,7800.62,CREDITO_PESSOAL,ATIVO,2028-05-06,41,4.4864
F1F0F062-D42B-49,CBE4CDFF-95E,2021-01-18,57305.66,55548.64,FINANCIAMENTO_VEICULO,EM_ATRASO,2027-06-21,34,2.7818
756BC4EB-79EE-4D,1ACA01CF-632,2021-04-18,97639.18,1521.63,CARTAO_CREDITO,ATIVO,2027-04-14,46,3.975
7005BA31-037F-41,FB5078CF-178,2023-03-08,85000.85,24625.36,FINANCIAMENTO_VEICULO,ENCERRADO,2027-04-26,47,8.2518
4AAD71E6-EB9F-46,FB5078CF-178,2022-01-19,81068.0,32723.74,FINANCIAMENTO_VEICULO,ATIVO,2027-03-01,58,5.0473
7E65A7FD-CDC3-4B,236EF649-782,2022-06-12,60698.65,60008.45,FINANCIAMENTO_VEICULO,ENCERRADO,2027-07-19,29,4.0498
D5A72F41-4009-4F,91F40B50-DE2,2018-06-11,8773.98,1941.49,FINANCIAMENTO_VEICULO,EM_ATRASO,2024-11-20,6,8.4056
