id_contrato,cd_cliente,dt_contrato,vl_limite,vl_utilizado,tp_produto,cd_status,dt_vencimento,nr_parcelas,tx_juros_am
116868B2-5697-4E,E3CED293-917,2019-10-17,78461.84,39888.96,CARTAO_CREDITO,ATIVO,2028-10-02,37,2.6021
0BDAA9A5-A18C-42,28698B0D-BBF,2018-03-24,60548.98,30045.04,CHEQUE_ESPECIAL,EM_ATRASO,2024-10-29,28,6.5344
760F40EF-78FF-42,0B8F7D40-3AA,2018-05-14,94131.98,33640.83,CREDITO_PESSOAL,ENCERRADO,2025-05-27,59,6.0143
EC948CFF-BA86-43,7816D6AD-A99,2019-02-14,72495.71,36742.29,CHEQUE_ESPECIAL,ENCERRADO,2027-02-22,51,2.5645
920696A4-AC32-4F,E3CED293-917,2023-12-14,77652.22,82134.42,CARTAO_CREDITO,EM_ATRASO,2029-08-18,23,7.3466
62783CB6-B4DD-43,4E66CE6C-035,2019-09-16,9499.93,3187.37,CARTAO_CREDITO,ENCERRADO,2028-02-21,39,7.0825
2A8DF21D-165A-41,7CFA2BE1-670,2019-08-16,40373.42,17005.61,CONSIGNADO,ENCERRADO,2026-08-30,7,2.6966
5B1A94F5-DDBE-4B,C30DE8C7-AD2,2022-02-28,13685.2,5694.19,FINANCIAMENTO_VEICULO,RENEGOCIADO,2029-03-26,12,5.4691
E410CB77-7E32-43,443F79A6-95D,2021-04-14,6860.38,5667.26,CONSIGNADO,ATIVO,2027-03-14,41,2.7925
50488435-D2F3-4B,613A73A8-A4B,2020-04-11,89582.36,53708.02,CREDITO_PESSOAL,ENCERRADO,2028-11-20,57,5.5358
D6551623-0EEF-46,77C98292-F52,2018-06-06,22889.87,20941.42,CHEQUE_ESPECIAL,RENEGOCIADO,2029-06-04,8,6.0222
E7FB3481-65AD-4E,436D7E4D-B9C,2019-08-26,11166.7,202.89,CONSIGNADO,ATIVO,2029-03-30,39,1.7741
87746CFF-10CA-4D,6E666FF2-233,2018-09-21,90373.37,99766.44,FINANCIAMENTO_VEICULO,ENCERRADO,2025-10-24,33,1.6589
347FFF75-1D28-47,D150228C-8D2,2018-12-08,43022.39,33906.14,CARTAO_CREDITO,RENEGOCIADO,2026-07-25,53,5.5629
4CC0CA17-49EB-49,2FCBCC69-CF4,2020-10-05,16094.72,10988.82,FINANCIAMENTO_VEICULO,ATIVO,2027-08-12,29,2.4773
A1A0CD29-104A-41,6C29A863-E32,2019-04-12,46320.69,41443.87,CARTAO_CREDITO,EM_ATRASO,2025-07-14,37,4.7566
6428539A-0662-40,35CA54D5-CC7,2021-04-11,45396.48,51.1,CREDITO_PESSOAL,ATIVO,2028-03-08,56,2.313
846DBC37-5B3F-42,37D64FEA-CAA,2018-02-12,25802.41,9429.89,CHEQUE_ESPECIAL,ATIVO,2025-06-20,50,5.7758
E9538E81-9198-40,E0346F7D-321,2024-04-14,74368.92,44536.16,FINANCIAMENTO_VEICULO,ATIVO,2026-05-22,48,8.039
D79FD5E6-753D-4A,84BE2048-B44,2019-11-28,63976.14,64780.48,CONSIGNADO,EM_ATRASO,2029-08-22,26,4.2849
2E2510BC-82CA-47,5760769F-E71,2018-07-14,39961.78,10925.58,CREDITO_PESSOAL,ATIVO,2030-10-12,50,6.335
9805ABF1-9B46-40,583C40B4-827,2023-02-25,20968.69,9840.61,CREDITO_PESSOAL,EM_ATRASO,2024-10-08,35,6.2746
731AF664-02A0-40,D7D1106B-FD0,2024-01-28,15046.47,13649.09,CONSIGNADO,ATIVO,2024-07-01,5,7.6427
69489006-6232-47,28F355A9-E03,2023-01-03,83095.4,63550.15,CHEQUE_ESPECIAL,ATIVO,2024-07-17,56,6.5776
A6E5D264-FA9D-4C,CC25CA3A-BD5,2022-03-18,10462.8,2942.69,CARTAO_CREDITO,ATIVO,2030-02-12,20,2.0296
5E30944B-54CA-46,654D0B25-1AD,2024-02-19,790.74,213.72,CHEQUE_ESPECIAL,EM_ATRASO,2026-08-24,12,1.0428
07E756A9-D813-48,C44D682D-F16,2018-11-11,55242.24,12514.29,FINANCIAMENTO_VEICULO,ATIVO,2028-08-10,15,3.9981
D8D46D35-BDCB-49,661B3DD1-56E,2018-12-19,1399.24,864.86,FINANCIAMENTO_VEICULO,ENCERRADO,2028-04-07,39,0.8973
614C3DEC-5ECB-43,7DAB133D-E7C,2021-06-08,75034.07,51127.29,FINANCIAMENTO_VEICULO,RENEGOCIADO,2029-05-28,12,1.1555
DF9B73FD-6163-4D,912676CF-EE1,2020-11-18,2801.91,416.96,CARTAO_CREDITO,ATIVO,2029-04-25,59,0.868
057681F6-5DA0-48,BCAAC3C5-495,2024-04-15,11856.92,3292.2,CREDITO_PESSOAL,ATIVO,2029-12-23,54,5.4713
31B25237-B426-42,E3CED293-917,2018-01-27,10867.86,2708.22,CONSIGNADO,EM_ATRASO,2024-11-27,49,1.648
7B8E94B0-5D09-45,840B1298-1CC,2020-12-20,78217.53,67775.18,CREDITO_PESSOAL,EM_ATRASO,2026-11-29,60,3.5979
53FF8EE7-7CBA-41,2A6F0B6C-122,2022-06-08,60748.04,9903.95,CREDITO_PESSOAL,EM_ATRASO,2028-05-14,53,1.6846
583F8722-5FD6-48,70FAF110-401,2018-11-17,19013.41,9353.72,CHEQUE_ESPECIAL,RENEGOCIADO,2029-01-01,47,6.0695
ACC2A07F-5009-45,6B0A1315-B58,2023-08-15,12074.74,10487.35,CONSIGNADO,RENEGOCIADO,2025-08-02,55,4.0776
AEE627D7-394A-4C,57023B92-B02,2019-07-05,58673.1,27043.07,FINANCIAMENTO_VEICULO,RENEGOCIADO,2028-12-09,35,2.4844
1FC673A7-9BF0-4C,7DF9B2D8-FF5,2020-04-29,3013.31,1259.49,FINANCIAMENTO_VEICULO,ATIVO,2026-03-12,35,7.3147
8E8657CE-C3CD-4C,54C82DFE-42C,2018-07-10,52712.91,45309.68,CHEQUE_ESPECIAL,ENCERRADO,2026-06-09,44,5.8456
2E01A62F-6A76-41,0BE073DA-FA4,2022-04-09,71880.11,78972.44,CARTAO_CREDITO,EM_ATRASO,2027-05-02,51,3.8106
2383554F-3A03-4A,522BF1FE-E7B,2020-04-18,38435.69,21845.88,CHEQUE_ESPECIAL,ATIVO,2027-04-30,44,1.6505
CBFCE260-31FE-4C,F123A68A-3E7,2019-02-01,80650.83,38592.26,CREDITO_PESSOAL,ENCERRADO,2025-02-22,24,2.2289
B04ACC3F-43FB-4D,40BB945A-235,2022-06-14,51380.19,6658.81,CONSIGNADO,RENEGOCIADO,2026-04-28,57,7.9077
563EDD47-C817-49,AD25157E-E88,2020-10-22,26562.22,831.27,FINANCIAMENTO_VEICULO,EM_ATRASO,2028-03-24,35,8.3226
37230E2E-01C2-49,929FD3F7-A7D,2023-06-02,39056.17,22929.52,CARTAO_CREDITO,ENCERRADO,2028-03-25,36,5.1022
7523BF6E-DCA3-40,73BF65C6-E44,2021-02-13,96148.47,330.6,CONSIGNADO,ENCERRADO,2029-06-15,44,5.4458
93C062EE-777F-40,661B3DD1-56E,2020-07-18,64249.3,29670.28,CARTAO_CREDITO,EM_ATRASO,2030-06-19,12,6.5505
FB401334-A61F-46,C772899A-708,2019-04-11,14924.2,16389.59,CHEQUE_ESPECIAL,RENEGOCIADO,2024-08-24,25,3.3397
9AC59ADA-907A-46,0CBC6065-D0F,2020-12-18,22693.89,1681.07,CARTAO_CREDITO,RENEGOCIADO,2025-08-17,38,1.5252
78560940-FB1F-44,8D7323DA-1BC,2023-10-05,54550.0,10685.78,CHEQUE_ESPECIAL,EM_ATRASO,2029-05-19,8,4.7932
AF298268-B7C0-4C,C8E186EC-DBD,2023-01-03,2532.01,1562.11,CONSIGNADO,RENEGOCIADO,2024-08-06,55,7.1709
B0DF0E34-F47C-49,BC2C7433-3A8,2023-11-03,33799.25,17421.13,CREDITO_PESSOAL,RENEGOCIADO,2027-03-12,38,5.5301
5431D552-3CD5-4A,18751B58-061,2019-10-23,62616.07,4095.86,CHEQUE_ESPECIAL,ATIVO,2029-07-01,8,1.6499
FD11681A-EC8F-49,CC25CA3A-BD5,2021-10-07,54855.38,25815.04,FINANCIAMENTO_VEICULO,EM_ATRASO,2029-10-17,48,1.5309
280D6B8F-54BD-47,73BF65C6-E44,2018-02-08,62171.2,47395.97,FINANCIAMENTO_VEICULO,ATIVO,2029-07-10,14,5.6652
CBC5BE36-270A-4A,886B842D-77A,2021-07-07,68628.78,75574.3,FINANCIAMENTO_VEICULO,ENCERRADO,2025-01-22,27,2.3409
19C10A5E-2BD4-43,5CC73E0E-E35,2022-02-10,9864.78,6765.6,CREDITO_PESSOAL,RENEGOCIADO,2025-12-30,48,7.4739
23451AC0-C469-4D,173DFEDB-CBF,2021-06-03,41734.56,20088.32,CONSIGNADO,RENEGOCIADO,2026-06-11,32,7.8367
71402CE4-86BC-4E,B68845FF-1E5,2020-05-15,50958.1,5196.81,CONSIGNADO,ATIVO,2028-05-24,34,8.3308
C4654824-7098-40,45C963C9-F3C,2020-04-28,17085.62,930.57,CARTAO_CREDITO,RENEGOCIADO,2024-11-10,28,8.4315
73C2C2E9-A8FB-4E,F50D406B-1E1,2019-12-05,35131.87,32133.24,CARTAO_CREDITO,RENEGOCIADO,2026-06-27,52,8.3743
7E3961AA-D519-49,968C0718-AF3,2020-09-18,19849.76,21022.12,CARTAO_CREDITO,RENEGOCIADO,2030-11-19,56,4.857
D6680C34-ADF5-4F,5CC73E0E-E35,2018-07-05,27142.21,1143.38,CREDITO_PESSOAL,ATIVO,2026-09-20,31,5.9787
577D4327-F6CD-46,6C8380B6-AC5,2022-03-02,60336.97,52022.25,CONSIGNADO,EM_ATRASO,2029-08-24,15,3.4314
3433E01D-D787-45,ECDCD749-E6C,2020-08-18,42399.25,47183.53,CONSIGNADO,ATIVO,2025-09-19,31,7.3497
FC0CB594-625A-43,5240756B-441,2019-09-24,99919.46,25029.96,CHEQUE_ESPECIAL,EM_ATRASO,2027-11-01,7,4.1722
443A65FF-5D01-43,BEF34331-0F2,2020-01-25,27596.74,26456.19,CREDITO_PESSOAL,ATIVO,2026-11-06,54,4.6002
241F416E-507E-45,661B3DD1-56E,2019-03-12,42386.7,8749.88,CHEQUE_ESPECIAL,ENCERRADO,2028-07-20,52,1.0874
6589301F-F668-4B,EE578FE7-A6B,2024-05-29,69773.24,31707.73,CONSIGNADO,EM_ATRASO,2028-01-06,17,1.552
BF143770-B0E2-4D,B68845FF-1E5,2020-10-27,21186.96,18823.44,CREDITO_PESSOAL,ENCERRADO,2025-01-19,21,3.8
C8B58675-A8E5-40,2EDCB255-931,2018-02-05,77710.1,53897.7,FINANCIAMENTO_VEICULO,RENEGOCIADO,2029-11-05,43,6.474
09DAD095-A830-41,21DA41D2-2B6,2022-10-22,77629.42,55507.11,CREDITO_PESSOAL,EM_ATRASO,2030-06-30,35,4.3791
C3356D91-10D9-48,4E3638D1-748,2018-05-12,63148.96,66424.27,CONSIGNADO,ENCERRADO,2025-03-16,30,4.5226
746DFFED-1084-48,03E66F3C-2F2,2019-01-16,77751.78,16826.25,FINANCIAMENTO_VEICULO,RENEGOCIADO,2029-09-12,5,1.3124
52EE88F4-8D20-46,F91ABBD1-703,2023-04-12,21016.48,23274.49,CHEQUE_ESPECIAL,RENEGOCIADO,2029-01-28,2,4.4823
AE2B90DC-789D-45,54806BE5-C68,2020-07-16,14040.5,7731.33,CREDITO_PESSOAL,ATIVO,2026-01-08,20,1.8211
9EDC743A-E24B-47,7816D6AD-A99,2021-01-12,17579.26,3451.62,CARTAO_CREDITO,ENCERRADO,2024-09-08,27,5.9876
12BF1BB6-A71B-42,FDB8035C-7E2,2022-11-13,24940.54,21038.53,CREDITO_PESSOAL,EM_ATRASO,2024-02-29,7,7.665
46B5E074-F9AA-4C,2BD381DA-572,2021-04-03,10437.87,9493.64,CREDITO_PESSOAL,ENCERRADO,2027-04-29,49,8.2846
A37811A3-EA2B-4C,1AE6B0EE-82D,2018-05-07,87325.21,27189.91,CHEQUE_ESPECIAL,EM_ATRASO,2026-09-29,52,7.2432
CB414F57-2BFA-4D,0C7C3C64-67D,2021-06-14,37101.64,29768.97,FINANCIAMENTO_VEICULO,RENEGOCIADO,2027-12-08,45,7.6872
41C97733-D9F2-47,B68845FF-1E5,2023-10-10,9540.7,7332.54,FINANCIAMENTO_VEICULO,ATIVO,2027-10-09,27,8.4206
499AF703-3DC6-48,8C969DCD-FC0,2021-03-13,1302.41,1202.27,CARTAO_CREDITO,EM_ATRASO,2029-07-20,23,2.2815
E35F5A28-06B5-4A,866EE7CF-8C8,2020-02-28,54145.59,44003.23,FINANCIAMENTO_VEICULO,ATIVO,2027-08-03,20,7.1973
544EF312-AFBB-4D,38F3F705-976,2019-01-18,13856.4,13365.69,CONSIGNADO,ATIVO,2029-09-14,59,7.1498
96F7CECC-20B1-45,CEA6CF1B-E86,2018-10-17,38861.58,3400.67,CARTAO_CREDITO,ENCERRADO,2027-07-27,25,3.2603
113F07C6-5781-43,661B3DD1-56E,2019-12-20,27083.2,23338.98,CARTAO_CREDITO,ENCERRADO,2026-09-17,31,3.7432
2AC059F4-BE51-49,47AF576C-3B0,2022-10-01,38469.67,25795.8,CONSIGNADO,ENCERRADO,2025-11-18,37,3.4717
55DA0D06-CE17-49,B6ED174C-688,2024-05-18,23555.42,10394.58,CREDITO_PESSOAL,ATIVO,2024-09-24,41,7.1349
F719DB88-3DE8-49,5971DF51-8BD,2018-03-08,78352.34,17288.9,CONSIGNADO,ENCERRADO,2027-06-05,9,2.9594
5F0A7BDB-5C8C-47,650405CC-B5A,2018-01-10,63277.15,10827.72,FINANCIAMENTO_VEICULO,RENEGOCIADO,2025-12-28,33,6.534
A8813B6D-732F-41,1F1694DA-CD4,2021-05-13,27380.81,6024.13,CONSIGNADO,ENCERRADO,2026-09-02,17,2.4069
1F10E3FD-44A8-40,75AC01D9-491,2023-11-28,37407.24,40397.26,FINANCIAMENTO_VEICULO,RENEGOCIADO,2030-11-12,17,6.4337
F0A97432-8B71-47,9B8DF503-7F2,2022-01-22,51019.17,45532.21,CREDITO_PESSOAL,ENCERRADO,2027-03-10,16,6.4014
2EB33C55-311E-4D,64EDC8FD-525,2019-07-02,18071.21,19613.46,CONSIGNADO,EM_ATRASO,2027-11-08,2,4.2632
A958A65C-E5B3-48,0EF068D1-064,2018-03-30,20818.14,19660.06,CONSIGNADO,EM_ATRASO,2025-10-30,49,7.3647
ADFA0F37-8409-48,74B02BC8-DCD,2022-03-09,63543.36,68394.18,CONSIGNADO,EM_ATRASO,2029-05-18,54,5.663
45AD30E8-1EEC-45,EFAAF9B1-F44,2022-09-25,1321.55,865.24,CREDITO_PESSOAL,EM_ATRASO,2026-05-08,21,5.4272
222C0AB4-758F-41,EEDCF728-FC1,2021-09-06,84030.93,45450.04,CARTAO_CREDITO,EM_ATRASO,2029-02-18,8,6.9798
56369B62-9224-45,EDB0A109-7B3,2021-10-25,52541.85,273.73,CREDITO_PESSOAL,ENCERRADO,2030-03-04,33,8.1115
28724DC5-CF97-4B,F58B03CA-C3D,2021-03-12,21620.52,6831.81,CONSIGNADO,RENEGOCIADO,2028-03-25,34,8.2141
32374DD2-F190-4A,4AC01687-299,2020-11-23,43255.1,29300.97,FINANCIAMENTO_VEICULO,ATIVO,2028-07-31,45,1.62
B25B4B82-AF82-42,66CA4289-8FC,2018-04-02,70177.87,69013.43,FINANCIAMENTO_VEICULO,ATIVO,2024-12-14,55,2.8086
D71AFE34-1688-45,8B15D57B-CD0,2018-04-18,44311.32,4180.37,CHEQUE_ESPECIAL,EM_ATRASO,2029-01-09,7,3.3928
FA3DF6E5-4F69-4C,810123B4-A21,2022-11-06,48303.23,19914.02,CREDITO_PESSOAL,ATIVO,2027-10-19,5,4.9797
5CDA4B82-6B72-4E,6E666FF2-233,2019-01-28,50765.73,55092.76,FINANCIAMENTO_VEICULO,RENEGOCIADO,2027-04-13,17,5.1349
755E1301-32A4-47,20E0155F-099,2021-03-09,72458.85,15057.48,CHEQUE_ESPECIAL,EM_ATRASO,2030-11-06,57,5.7254
FA154B77-4832-46,ED431952-B97,2018-03-18,43776.26,26033.36,CREDITO_PESSOAL,EM_ATRASO,2024-03-09,42,3.3805
D89D6F15-2207-41,A6FF8450-CCF,2020-07-28,41191.6,40590.32,FINANCIAMENTO_VEICULO,EM_ATRASO,2027-06-27,3,1.845
1727B178-6723-46,D18F5225-201,2019-12-30,71337.34,73932.66,CONSIGNADO,RENEGOCIADO,2024-10-22,31,7.2021
CE4A7370-3764-4C,B6ED174C-688,2021-09-18,53937.41,10409.46,FINANCIAMENTO_VEICULO,ATIVO,2027-05-16,3,7.3025
EC0AF29C-AED8-4D,2A6F0B6C-122,2020-09-12,33378.62,37630.67,CONSIGNADO,EM_ATRASO,2029-07-02,28,6.5332
936841E8-4288-4D,8EBE0AB7-888,2021-05-17,75679.2,76112.54,CONSIGNADO,ATIVO,2028-08-11,49,6.6202
973D63A8-F949-47,A33F2332-55E,2020-09-28,51971.53,17184.41,FINANCIAMENTO_VEICULO,ATIVO,2028-04-27,13,3.2877
C5BC1AED-BCB4-48,BD4C8EFB-123,2018-12-13,35404.0,771.35,CARTAO_CREDITO,ATIVO,2025-08-01,29,5.0294
58A0278C-5971-47,CC36533E-CCF,2020-05-03,38048.56,14590.98,CARTAO_CREDITO,EM_ATRASO,2029-08-25,56,3.6403
0AC3E42A-089A-43,D18F5225-201,2023-06-29,90701.85,94262.58,FINANCIAMENTO_VEICULO,EM_ATRASO,2029-11-17,25,6.6442
47A19FA8-3813-40,C5706DAE-322,2021-09-03,5352.88,1331.1,FINANCIAMENTO_VEICULO,ENCERRADO,2024-07-30,13,6.5547
E83DC6C0-9009-4C,33D9A58C-CAE,2021-02-26,21955.38,7676.73,CHEQUE_ESPECIAL,EM_ATRASO,2028-07-08,33,6.8128
E6EF8DE6-BDE6-42,948F4524-21A,2020-09-28,38063.24,32337.08,CHEQUE_ESPECIAL,ATIVO,2030-01-09,5,5.9918
CF406538-B589-48,7339923F-AE6,2022-12-07,15478.65,3957.94,FINANCIAMENTO_VEICULO,ATIVO,2029-05-06,46,7.285
87FCA40B-3DDC-49,2C85EC10-ABD,2020-06-19,90266.55,46556.52,CARTAO_CREDITO,RENEGOCIADO,2027-05-19,18,7.4712
2311FB71-F465-48,9E4A20BE-4D0,2019-12-10,46367.92,47251.84,FINANCIAMENTO_VEICULO,ENCERRADO,2028-05-08,16,8.0626
6D6B8E18-CE92-4A,2DB54680-1DA,2018-06-18,44727.37,16107.94,CONSIGNADO,RENEGOCIADO,2029-07-24,17,6.8334
0617E449-DB28-4C,413F0122-F95,2021-01-21,96635.75,95427.19,CREDITO_PESSOAL,ENCERRADO,2027-03-14,54,4.6688
6489BEBD-EFCE-4E,2508FF97-0F2,2020-02-19,33761.09,22807.24,FINANCIAMENTO_VEICULO,RENEGOCIADO,2026-11-05,57,7.1589
BDFC99F6-D69B-42,2C85EC10-ABD,2020-09-10,3235.89,2803.0,FINANCIAMENTO_VEICULO,RENEGOCIADO,2029-03-22,27,5.0933
73CB7757-DF2A-49,2BD381DA-572,2019-09-08,28498.56,8689.47,CARTAO_CREDITO,RENEGOCIADO,2028-09-21,30,3.5311
BDC34FB0-CC54-4B,A3BAC5EF-01B,2020-03-29,31158.48,15950.8,CREDITO_PESSOAL,ATIVO,2024-11-07,21,6.6087
674F1CF1-4A49-45,A0CC3429-FF9,2020-05-01,76769.81,57539.11,CARTAO_CREDITO,ATIVO,2024-05-12,42,6.3257
37780FD8-549E-40,613A73A8-A4B,2018-05-18,57312.05,18307.06,FINANCIAMENTO_VEICULO,EM_ATRASO,2028-06-19,23,6.39
81329196-A0A2-41,1ADD9D42-346,2020-12-14,15426.51,13214.27,CREDITO_PESSOAL,ENCERRADO,2029-11-21,52,3.3682
8A1D525C-E2F9-4A,4224C023-956,2021-11-01,65893.9,27693.59,CHEQUE_ESPECIAL,ENCERRADO,2025-06-17,27,4.1097
0BF8A4E0-33F4-49,7FAF7E9F-C9A,2018-02-25,3673.22,2887.4,CARTAO_CREDITO,EM_ATRASO,2029-03-25,2,7.3871
AB7A39BB-F854-49,2FCBCC69-CF4,2018-09-03,57276.68,5182.6,CHEQUE_ESPECIAL,EM_ATRASO,2030-07-23,49,5.9257
0EA45BDE-A58D-44,F794734A-1B6,2023-08-18,82534.95,7384.08,CONSIGNADO,RENEGOCIADO,2027-07-11,6,1.4681
05FFFE26-5943-44,25057469-993,2023-08-20,10629.33,10839.17,CHEQUE_ESPECIAL,RENEGOCIADO,2027-02-07,26,4.0832
B3A19A41-FB18-43,E12DEF15-767,2023-01-12,31539.92,11113.87,FINANCIAMENTO_VEICULO,ATIVO,2029-09-22,42,6.6837
3D3A9BE3-D28A-42,40446A9E-97A,2018-01-01,41132.09,23029.44,CREDITO_PESSOAL,RENEGOCIADO,2030-07-18,27,3.8792
D8F0F7EA-2DCB-4A,C8C19B20-2A6,2022-04-20,65264.4,58690.28,CONSIGNADO,ENCERRADO,2030-11-20,2,6.5009
49C05A3B-EE05-41,77516C0F-46C,2021-11-06,71345.47,30263.97,CONSIGNADO,EM_ATRASO,2024-03-09,34,5.7427
1750720F-E409-45,69A6713C-E7B,2020-08-11,7246.04,5985.8,CHEQUE_ESPECIAL,ATIVO,2026-01-09,37,6.2237
67FE7453-272F-41,B106F35D-97A,2018-03-13,49889.77,52110.28,CREDITO_PESSOAL,EM_ATRASO,2029-05-24,44,2.6632
D35875FB-B355-41,85B71083-1D3,2019-09-30,53735.48,10797.9,CARTAO_CREDITO,EM_ATRASO,2024-08-12,23,1.3177
086C82A5-E852-48,89AD6253-EC9,2022-03-21,87629.22,53604.92,CARTAO_CREDITO,EM_ATRASO,2029-06-07,20,4.2732
F3A626DB-6FE2-47,058B0BD6-B39,2019-01-05,24741.78,15699.35,CREDITO_PESSOAL,RENEGOCIADO,2029-08-11,22,2.091
B66B9CCE-BEAA-43,B6ED174C-688,2019-06-10,45793.11,45539.21,CARTAO_CREDITO,ENCERRADO,2027-09-02,39,2.8209
8CDE04C4-5B61-47,4F6A2E29-302,2019-11-13,10759.6,11507.68,CHEQUE_ESPECIAL,RENEGOCIADO,2026-07-13,54,3.5516
D64754DB-0352-46,F4A0F967-432,2022-07-23,8667.63,9128.26,FINANCIAMENTO_VEICULO,EM_ATRASO,2029-07-28,31,3.1288
5699B3AD-7C49-45,C35E30C6-DA2,2022-02-10,20776.8,23161.58,CARTAO_CREDITO,ENCERRADO,2024-02-05,10,3.5361
E8E4C4F1-A53E-4F,56CA976E-B3A,2022-09-10,37701.86,11599.58,CREDITO_PESSOAL,ATIVO,2027-12-01,14,8.1217
EE75D748-42CF-41,8772E6FA-CB9,2022-02-02,93598.67,83508.1,CHEQUE_ESPECIAL,ATIVO,2029-06-25,36,5.4378
5E01FE59-EE9D-4E,20E0155F-099,2018-08-26,34700.86,24846.18,CONSIGNADO,EM_ATRASO,2024-11-07,59,2.1152
CA273227-291C-47,522BF1FE-E7B,2021-09-14,99796.93,112380.03,CREDITO_PESSOAL,ATIVO,2028-03-23,30,3.4577
36F1613A-86B5-4E,91C1AA68-24B,2020-04-21,62272.95,15406.45,CARTAO_CREDITO,ENCERRADO,2027-06-28,35,6.669
4D57D6B6-CF89-43,57023B92-B02,2018-06-18,57408.0,36160.81,CARTAO_CREDITO,ENCERRADO,2029-12-22,5,7.1073
18038A3C-D28A-49,D96E502C-96E,2019-06-05,86681.79,18848.12,CONSIGNADO,ENCERRADO,2027-06-30,59,2.0088
E0B85566-338D-43,20E0155F-099,2023-03-13,69069.17,69604.23,CHEQUE_ESPECIAL,ATIVO,2030-08-03,48,7.9128
5C6CEE17-E33C-45,4B76322B-DD8,2019-09-26,17752.19,10513.95,FINANCIAMENTO_VEICULO,ENCERRADO,2027-04-24,6,8.4241
BE688A00-49DC-4F,ECDCD749-E6C,2020-03-16,29924.43,13819.52,CHEQUE_ESPECIAL,ATIVO,2027-09-23,57,5.7366
DFDA5532-E6C2-4F,D57B2C8B-EED,2018-09-15,36563.1,35697.33,CREDITO_PESSOAL,ENCERRADO,2024-06-08,13,1.2534
6932F489-EB04-40,E2E0B69C-F24,2022-12-12,31077.53,366.78,CONSIGNADO,ATIVO,2025-02-12,58,1.1654
7DA37F49-AE6F-4B,54806BE5-C68,2022-01-16,99981.73,85130.68,CONSIGNADO,EM_ATRASO,2027-07-05,21,4.316
