id_transacao,cd_cliente,dt_transacao,vl_transacao,tp_transacao,cd_estabelecimento,fl_suspeita,cd_canal
8252654f-4e84-4703-9e94-46fa3bac565b,6BD140B8-80C,2024-03-29,15514.61,SAQUE,97203154000112,False,AGENCIA
465212f5-e5e0-4a4b-85a0-ef0b18e17fde,AD109509-9FE,2024-07-13,18878.06,ESTORNO,24908716000150,False,INTERNET
e6e4a935-aaef-4059-9c3e-1ca812f7f9ac,7DADCDB2-543,2023-07-01,7355.5,ESTORNO,46728930000167,False,INTERNET
a793f394-02dc-4f66-a4c0-592531f662cd,3ACA409F-4E1,2023-05-03,18377.38,PIX,45302768000158,False,AGENCIA
6be7b975-8aa1-42a7-ab49-e7d0feb8d7e2,B124996E-8B4,2023-05-14,13915.63,SAQUE,,False,AGENCIA
1da7b78e-fa95-47d6-b140-3ecf7f47f0d6,E084D94D-805,2024-04-22,142.62,ESTORNO,79106348000118,False,APP
0830b717-f641-4593-b790-32ba90c80997,E2FE0EF3-6DE,2023-11-27,3843.85,PAGAMENTO_BOLETO,86597234000183,False,POS
fa1d9b20-d8dc-438a-bf66-512ae28b1248,43DA9B70-4D4,2023-11-05,21078.73,PIX,,False,POS
e1ed90dc-2159-4888-a160-be0cec8a1085,702E73DA-B60,2024-12-25,8953.1,TED,83064715000135,False,INTERNET
28d0b644-dca7-4bd9-8f8a-78b81049a172,B9AA6865-86B,2024-06-01,13015.88,SAQUE,84257306000118,False,POS
942c1bf3-86c9-47f1-9ae9-3a7d6d736653,12736DBA-FE1,2023-12-24,10086.32,SAQUE,42706918000109,False,AGENCIA
68dde377-a018-43cc-a1b7-819a1750b64e,E61E9ECF-0B9,2023-10-28,8277.67,SAQUE,85034267000152,False,POS
dbfc46b2-43ee-4b83-bcd8-339e637ef63b,D33A60EE-459,2024-07-28,13263.18,ESTORNO,03452817000199,True,AGENCIA
f9ee9b0c-89cb-4248-aa08-ac45b7f3e329,15A662DE-DAB,2024-10-19,11142.51,PAGAMENTO_BOLETO,95837610000150,False,INTERNET
0148d3eb-543a-48f9-af34-1ea7a3032744,58CDA718-A17,2024-11-29,23972.48,TED,39246058000155,False,APP
ccef4b5d-d2de-46de-8e26-8cc820c34ef9,01744494-972,2024-07-07,9647.82,ESTORNO,51892436000173,False,POS
3f726589-f649-451f-ab3c-1647d1f8cbb2,D5EFD651-44E,2024-01-19,20552.99,PAGAMENTO_BOLETO,45720168000100,False,ATM
782c5bb0-902c-4556-b5c9-06c55f5559af,75B77055-832,2023-10-31,12170.89,ESTORNO,94062731000105,False,POS
71a396d9-fd89-4114-8519-c37a3e8a52a6,83E45213-BA4,2023-04-09,2060.01,SAQUE,58709314000148,False,POS
c1382e0c-3716-4f50-a0a5-43ff0c38c803,B124996E-8B4,2024-10-03,13330.85,COMPRA,31065749000140,False,INTERNET
ec9a3fbc-135b-4023-a8c8-33b313b86911,E6B63C68-133,2024-03-10,21623.97,COMPRA,12968347000101,False,ATM
cbc4606a-83e4-431d-968a-c6254b231ce5,9423A097-81A,2023-03-15,16164.56,ESTORNO,85437269000192,False,APP
2932caa6-5c2d-449d-89de-9740bbc20e5e,2B83ED62-FA4,2023-12-06,11481.44,COMPRA,62739158000135,False,APP
f99a4dec-73cf-491c-869f-368d4ad216f7,5F44A477-688,2023-09-15,4451.04,PAGAMENTO_BOLETO,98014756000194,False,INTERNET
aabc0d3d-2770-44a9-9015-7c126e9518e0,8CA612B9-C67,2024-02-22,22774.8,PIX,62049578000190,False,ATM
f2a4d69b-f02f-42b3-814a-3dc90155526c,B7C0C71A-271,2023-01-18,10826.48,PIX,,False,POS
2b44c124-e343-4b6c-b121-262b5386857a,87087727-711,2024-09-25,148.96,COMPRA,58346290000100,False,POS
e66ba05a-f517-4303-b06d-018086ceb781,750FF470-EEA,2023-03-16,1139.35,TED,26487350000118,False,APP
e4acf1a7-76b7-4825-ad40-e8e284c0a62e,307ACEC1-D0E,2024-12-03,7246.98,TED,57089146000172,False,AGENCIA
22af595f-c2e4-461c-b9df-54960c62ab9f,683CF02D-B9C,2024-03-24,19132.21,PIX,25896730000143,False,APP
3618bc7e-9ee3-4087-ba6c-4d4afcfbac86,E7421B43-4BA,2024-06-30,11850.48,SAQUE,74510892000107,False,ATM
54f691a1-ad41-42b6-9286-a8e9cc99415c,597E2C68-20D,2024-07-12,19919.57,TED,50489163000158,False,INTERNET
f9e088fa-c3d2-4373-a240-93fae6c8a911,6A70E66E-6D8,2024-10-25,7452.47,TED,36297850000140,False,APP
ea0fbd68-5bcb-488e-9fce-1386e99e1781,9520844F-815,2024-07-22,13838.77,SAQUE,58134267000151,False,APP
89f3b451-ecbb-47e9-8735-e8e1a1a1cb07,3DD10E9D-1A5,2024-02-08,14318.61,PAGAMENTO_BOLETO,45703196000119,False,APP
36213e5d-ca0c-442d-8e31-d1406927f0b4,DC220EFE-45E,2023-12-19,7618.32,SAQUE,32075149000126,False,POS
ab5682f3-aab3-4a98-8f35-b3d72bf14b67,A05CDDF8-1A5,2023-07-08,3562.66,SAQUE,,False,AGENCIA
d3092b44-ddc5-4cf4-9fd9-320aa13b2178,5990BE8E-868,2023-07-05,4859.36,ESTORNO,70961245000160,False,APP
542f5371-2776-4126-96bf-9207973e8a17,A0B64987-428,2024-07-16,21284.92,PIX,51839670000137,False,APP
7e0f3fdc-5be2-47db-9ae0-39aee74680ba,89A712E2-EE4,2023-03-10,7267.38,TED,,False,POS
5d2d59be-047e-4491-8332-cfb57e821f0b,B8935E22-3BB,2023-12-05,12180.53,TED,90643572000181,False,INTERNET
c4f0adeb-f277-4147-8d36-9f898f8cde50,4063D7D3-982,2024-09-26,2502.48,COMPRA,16537429000152,False,AGENCIA
0e4804cf-d4ab-4e2b-bfbb-6064bb1bbd05,597E2C68-20D,2023-12-03,12147.3,PAGAMENTO_BOLETO,05783641000183,False,POS
65b065c7-a633-457a-8c11-ea223ad9c61a,57C3B5B0-C1B,2024-08-03,3811.15,TED,67239540000101,False,ATM
d544f163-6d9f-4996-98ce-ded16cb3faf9,6DDF2ECD-605,2023-11-17,4217.23,SAQUE,81046932000177,False,ATM
9447c2ac-942a-4177-86e4-cf349ea30841,EA4C77A3-DC2,2024-01-04,6918.08,SAQUE,,False,AGENCIA
1e56b2d6-5beb-4aa2-99cf-4f652305bf25,C465D85F-0FF,2024-04-18,21947.33,PIX,13590748000133,False,AGENCIA
4509667d-ec79-474f-b23f-19a5b24c0c1f,96509908-3D7,2023-04-22,12175.05,SAQUE,46870235000135,False,APP
df1c4e24-f7f5-4268-9219-a12c572c611c,CE712A63-8A9,2023-05-24,21045.06,PAGAMENTO_BOLETO,87514039000105,False,APP
78103c76-698f-46d2-a86f-12af194cc49a,89654588-6F7,2023-01-20,18186.04,PAGAMENTO_BOLETO,23641509000119,False,POS
e7026c43-8f4a-4879-b8f0-3e050041173a,7E5418A9-5B5,2024-08-27,14473.15,SAQUE,43975860000153,False,POS
511db350-df17-4f03-a168-df1f3115a064,9B41464E-7FB,2024-07-06,6516.52,PIX,71028943000170,False,INTERNET
c518c831-28d7-409d-8e91-82198eb91a37,2A873F0A-98A,2023-08-17,9146.42,PAGAMENTO_BOLETO,,False,AGENCIA
ac82cfcb-bda6-4a38-898c-6b3130506487,251D7C93-0F6,2024-05-28,3348.33,PAGAMENTO_BOLETO,08765193000183,False,AGENCIA
f519cb15-7113-467d-b5ff-e09cdcc73575,E0F8B7AF-228,2024-11-09,12554.93,SAQUE,08296451000120,False,POS
7153ef2a-b839-436a-b23a-12b0439b87a8,CCC5FF5E-608,2024-06-10,17104.52,SAQUE,61304289000127,False,INTERNET
6f323124-0258-4ba1-bddf-f089e97b8a6d,A74155F4-44D,2024-08-02,14159.58,ESTORNO,,False,INTERNET
11d83150-d048-48d7-8215-1a627ee97f18,BE5D354B-8B4,2024-05-10,18398.39,TED,17920546000163,False,ATM
51022001-09d0-4e61-8bc5-eb3c5169f1fb,BC85BFB0-8B7,2023-09-28,5794.9,TED,76251394000112,False,INTERNET
21478c4b-d305-46b2-a40b-19f8aaff04ff,06F3C258-043,2024-01-05,12947.85,PIX,13520689000127,False,ATM
f6867035-c372-4d67-8618-96c0fae347c2,A05CDDF8-1A5,2023-02-10,22038.98,ESTORNO,59842710000101,False,POS
f1b95ab6-c0ed-48b4-839b-a87e265f9112,3CAE1B72-329,2023-10-08,15839.72,ESTORNO,32170854000102,False,POS
69c8aec8-6a12-4177-a165-ce710f38d146,A4F4B2C2-ADC,2024-01-21,14254.65,ESTORNO,23609587000136,False,POS
c1165cde-b751-4f19-9d36-debf5009978d,E30E5FE3-1F2,2023-03-21,16333.93,PAGAMENTO_BOLETO,13687495000110,False,INTERNET
dd747656-3eef-44c7-aa73-26ce64d0b918,702E73DA-B60,2023-12-28,12910.02,TED,47023618000130,False,ATM
32e5a9e3-363a-419f-9fc8-c279c9b3c61b,4B25A9D7-310,2023-01-07,22179.47,PAGAMENTO_BOLETO,53907261000156,False,ATM
b1ec2897-8bcb-40e9-8ad1-b609c836256c,DC340A60-19F,2023-03-20,4141.4,PAGAMENTO_BOLETO,72983051000191,False,INTERNET
b5837d15-43d9-416c-8ecc-fb8851765561,A4F4B2C2-ADC,2023-06-11,3757.28,TED,98203641000148,False,APP
3fd6113f-ed28-431e-b151-e933bae00b3f,F8D91D47-F10,2024-02-29,16528.25,TED,91804265000106,False,ATM
18ce940a-1bff-49b3-a2d9-ed4e87a1c184,A05CDDF8-1A5,2024-05-05,16881.22,SAQUE,46907852000168,False,ATM
f2a1de55-91ad-4054-acfd-19e879fa9a67,48B06FB6-68E,2023-02-14,562.62,SAQUE,94136052000133,False,INTERNET
0ef2aca5-e24d-435f-927a-fff82490dec6,2B83ED62-FA4,2024-06-08,3369.4,COMPRA,72839504000100,False,INTERNET
f687a7cd-4064-4514-a484-6f6aa2d32982,FB43661B-D0F,2023-09-22,1399.22,SAQUE,31562480000108,False,ATM
460719e2-975d-4b6d-b276-9410461b2037,EB9A7AC9-75D,2024-07-31,14984.54,ESTORNO,78596431000150,True,AGENCIA
7fdb2dfa-850d-41c3-a23b-83bcb2b21818,B9C48B6E-FC5,2023-08-10,23681.43,PIX,62748319000157,False,ATM
88b24b5f-3955-43b6-89cb-b98f62ab3295,70054EAB-19F,2023-06-24,21682.76,SAQUE,65974183000191,False,POS
2a473dfe-eac1-4f72-a970-0e98df5c43ff,4562342B-FE4,2024-08-19,3569.09,SAQUE,01254369000193,False,POS
b5cc3ce9-eef1-4970-8789-25ee0b8908f1,17C2C4B4-C6E,2024-12-03,6614.12,TED,56437820000108,False,POS
57145a70-625a-4e99-bfb5-c7efcad67209,9A04CF29-E29,2023-08-24,14765.51,PIX,45701892000196,False,APP
f17e6904-cad6-4b58-8385-f7eae5864d6c,A28617A8-E49,2024-06-19,415.54,PAGAMENTO_BOLETO,40325917000180,False,INTERNET
9c3a8455-dd5e-4ac9-914c-f39fa9375b35,A05CDDF8-1A5,2023-07-01,15138.37,PIX,,False,POS
a5be3337-74f0-4333-af7c-71fc3bc1071c,2CD0F3CF-778,2024-06-28,977.36,PAGAMENTO_BOLETO,85139764000115,False,APP
9cf42b26-c280-4a2a-b951-8376bf2a4ba5,2A761031-EF9,2023-05-14,12056.8,PAGAMENTO_BOLETO,,False,APP
c9edbb0e-e518-4aa6-8e89-6b8cdd3d5b8a,FA8269D0-003,2024-11-25,22424.38,ESTORNO,24560973000143,False,ATM
a8480152-f6a9-4847-9cfc-02f64e94048f,251D7C93-0F6,2023-02-14,9260.38,ESTORNO,46305271000156,False,INTERNET
56c714f7-ef4e-4bc2-bb13-8d1fdecf892a,87417BDA-E53,2024-05-08,23460.63,PIX,73195846000106,False,POS
635c5af3-c37e-4634-9e7d-3a49d15becec,0FF581E6-A5B,2023-05-18,2444.28,TED,04629758000144,False,INTERNET
728af994-01ab-417a-81c8-3e2c7b5d5f76,4F47DD06-E59,2023-03-27,22752.27,TED,69035412000163,False,POS
4bbcc1e3-19fe-457f-9b0a-94f1317de496,9E8C773D-EBA,2023-07-13,10217.05,COMPRA,,False,APP
4301c757-7caa-4cd0-ad46-3b2e57ce3631,81CD6D10-6C1,2023-05-01,14450.31,PAGAMENTO_BOLETO,68421735000122,True,INTERNET
6fdc1a62-c8a6-4805-a937-c2f84eccbab4,7D6F8C63-2A9,2023-11-20,17194.64,PIX,74620395000161,False,INTERNET
a923d45b-12f0-48ac-9c19-5b92e8d3dd90,C28D4AB1-677,2024-08-22,10652.65,TED,16859734000160,False,POS
b08d4225-b2ff-4dcf-877e-fad2ee44bef2,B0BF411A-DBD,2024-01-10,10589.9,PAGAMENTO_BOLETO,07594318000197,False,ATM
b16770d5-d4ce-448e-9f5c-b90a2e3132f1,D113141B-277,2024-02-28,18874.67,PAGAMENTO_BOLETO,28475319000192,False,ATM
d230aab9-a7b2-4af5-b509-6caa712a4ef7,4FD6A62B-D0B,2024-07-26,4469.22,PAGAMENTO_BOLETO,53982640000100,False,AGENCIA
0d725e9d-f524-43a9-8703-a784818cbe09,F7B285CA-E62,2024-12-23,14441.91,PIX,20785341000127,False,APP
8d13a280-6240-4372-a460-9789016b8c78,A9026091-963,2024-04-02,18695.73,ESTORNO,61348297000175,False,APP
0923cec4-0d11-4fc8-bcc8-97d5d8c8cd52,C16D984F-342,2024-02-15,5362.63,TED,13465928000193,False,POS
85295d06-846c-4915-bc05-c00096a67e18,FB43661B-D0F,2024-12-24,17426.89,COMPRA,72918435000120,False,APP
25ccdf78-0558-4033-b036-0256be006186,892C7720-6CB,2023-05-29,20109.53,PIX,52163407000133,False,ATM
9d9c3f84-844d-40e2-8139-1c0e034222e9,08B9C018-B8A,2023-09-27,2204.89,SAQUE,91623470000167,False,POS
1896988b-8d31-4cff-afed-dd71d21d35d4,1DE90689-31C,2024-01-29,945.33,PIX,15206937000195,False,POS
6e6fd91f-c26d-4d13-bc03-60b832bfd8b9,89A712E2-EE4,2024-09-03,7162.8,COMPRA,28517309000172,False,INTERNET
cbfb3728-ce0a-41ec-b951-fb6c20f57c95,B668F807-A42,2024-03-25,16007.82,COMPRA,72835964000160,False,POS
a54c1358-50c3-49f9-b631-63970e8c0f4b,668F2460-A09,2023-02-04,7151.23,PAGAMENTO_BOLETO,18307462000111,False,INTERNET
8f450439-9422-4575-9bd2-0ec97cdd8308,5F319213-9D7,2024-11-21,15380.33,COMPRA,46802137000160,False,APP
19744dab-de98-474e-be74-951d8731284a,F518A9C2-14C,2023-03-30,24391.18,TED,27431568000113,False,AGENCIA
a81d2bb5-9108-416f-a9fb-6770cafd3df6,01D626EB-DDB,2024-02-20,16742.05,PAGAMENTO_BOLETO,96214578000110,False,APP
d734c4b8-c639-4ac3-8307-468bd29c7f83,F8806230-B8C,2023-03-12,18423.53,COMPRA,20814659000199,False,POS
2650d34e-0781-4476-84e0-0f02fe687529,1C4B2831-F64,2023-12-23,22875.35,TED,,False,AGENCIA
82da4d26-5592-4151-ba0b-4147ac04fb4c,97116EC5-501,2023-07-19,5658.55,PIX,51792304000170,False,POS
f9f10e35-8f7d-4baa-9732-66932244ea4a,A130A59A-347,2023-06-29,117.78,PIX,50214768000136,False,POS
a0550e1c-43f5-4e85-be58-71934d6363c8,DA9821EF-780,2023-10-29,1811.04,TED,54619728000125,False,POS
e81e6212-1fad-4936-89ed-6447029fb5b9,C5EF64D9-B61,2024-07-04,23917.8,PAGAMENTO_BOLETO,45031682000138,False,ATM
6941b3b7-33c0-4eec-b30f-7e43ebf6709d,458A4337-07B,2024-07-30,24151.44,PIX,20954867000193,False,AGENCIA
1c690611-2948-4632-9525-ab330359b760,B56817AC-B19,2024-04-14,24031.03,ESTORNO,49073216000176,False,POS
5b5d2b39-3290-45b2-8290-fab68af351d0,446C86DD-220,2024-05-08,21550.79,COMPRA,74539102000116,False,ATM
59c3c375-1737-4afb-894d-bb02f2833f60,C5EF64D9-B61,2023-08-14,15842.09,ESTORNO,89673542000139,False,AGENCIA
305dd9d2-dccc-453d-a999-d66c2f2474a7,0FF17E43-988,2023-12-28,10311.53,PAGAMENTO_BOLETO,21860735000165,False,AGENCIA
6a75672b-0590-4acc-ac71-4605b10adcdf,41703ABC-F7B,2023-04-06,6207.57,PIX,46579180000109,False,AGENCIA
6ef90d11-37c5-462a-86ca-ba5d59b8f613,38A1994B-9E5,2023-07-02,1902.11,PIX,,False,INTERNET
efac3f2a-81e3-450a-a4ff-84fa62e8b871,FD84BC3D-46D,2023-10-03,22358.06,SAQUE,91340872000154,False,INTERNET
f762215b-a837-44fb-9226-83d9ab9be9f5,BD29C62B-BBB,2023-07-24,12475.74,SAQUE,85019274000185,False,AGENCIA
e56e74b7-c427-4787-a429-e62066698969,D2693DAF-67A,2023-07-27,5170.66,SAQUE,76248153000114,False,AGENCIA
5b81a691-0145-4167-8fcd-3b5536f5d9cb,85209AF1-4E0,2023-04-20,3901.16,COMPRA,31740852000149,False,ATM
93bc7ec6-f64c-4c99-80a8-3423b562d77a,B9B37118-175,2024-07-08,15346.25,COMPRA,01543987000153,False,AGENCIA
a0b08946-349f-43b7-82d0-155ed9c7a8db,B65F3007-8D0,2024-05-19,15517.26,PAGAMENTO_BOLETO,92175408000112,False,ATM
9913a3cf-0d5c-411c-862e-1cdbeb702490,6BD140B8-80C,2024-06-07,4573.02,TED,50374189000150,False,POS
15efaf1a-364a-4080-82d3-477185c6e85e,10972A00-B57,2024-06-22,3207.46,PIX,92604853000150,False,POS
c0169053-0ed6-4304-ae5b-2bffa7657d41,AD109509-9FE,2023-12-22,815.52,PIX,05923741000168,False,INTERNET
f293a010-abd2-4317-9518-11a0e57e2bbb,B7E521FF-17E,2023-05-04,11430.72,ESTORNO,26583704000128,False,AGENCIA
c6a102f3-7fb6-4880-a833-9c5f22ce6abf,085B00AD-384,2023-01-13,17230.73,ESTORNO,,False,POS
085850f6-aac0-442b-9cdc-b716b69ebdb4,FD84BC3D-46D,2024-01-06,2520.04,PAGAMENTO_BOLETO,19762803000101,False,INTERNET
5679d0d9-fea5-448e-bd96-0ab25dc91826,157B65E5-604,2023-08-31,13714.76,TED,34517098000170,False,POS
a47db32c-3985-4848-999d-6b93a9bc54a6,FD7DFED5-0B4,2023-07-08,8578.4,PIX,17489560000154,False,ATM
8395c7bd-3772-42d7-9680-6e3b08b8140f,FE550B83-AD5,2024-01-17,17518.26,TED,06195378000174,False,AGENCIA
0d177022-1afd-4afe-9f8e-26ad35c7b8ec,10972A00-B57,2024-08-08,11269.05,SAQUE,20164358000167,False,INTERNET
9fd34034-987b-4ca7-873e-0b4c3fff13b1,0D9A6F97-538,2023-10-04,20355.05,SAQUE,63084257000199,False,ATM
d6c38e24-fa49-4c6f-a10d-90c626c94972,C71AA9FC-94F,2023-06-03,4902.79,PIX,12863490000139,False,INTERNET
00704a08-53bd-449e-adb6-5c19d56a2cab,87D22A35-FAC,2023-05-18,10538.88,ESTORNO,36014982000118,False,AGENCIA
582aec81-b500-459c-9850-a2c4bed75ff0,268F51E1-4DF,2023-11-04,19633.65,TED,92138467000110,False,POS
f772da68-7092-4f8a-83db-9f2256f9ad0f,A130A59A-347,2023-04-12,1194.16,ESTORNO,05432819000141,False,INTERNET
aaf8d4a2-c90a-4647-ad64-44ca1028e08c,9300C5FF-216,2024-05-02,20345.73,ESTORNO,82375109000178,False,AGENCIA
43f51551-b72c-4d81-9651-6f8d853959e9,CD0BF78F-560,2024-01-04,6495.34,PAGAMENTO_BOLETO,87529361000108,False,AGENCIA
2a1a04b9-fb60-4ab7-862c-61922b35f1b3,DBCB4AA5-0DF,2024-02-26,8604.49,COMPRA,36247580000163,False,POS
4900de1b-df4e-46bb-ad83-8c103f694a79,CD22A710-810,2024-08-12,4975.15,ESTORNO,87136952000115,False,INTERNET
935d31f8-9d88-494a-bd0a-02ac29a725ec,C78CD146-D83,2023-10-19,24484.36,TED,42378106000173,False,POS
f5744674-20ae-4fd5-8bca-7f81c16f4709,4A82CCF4-8DB,2024-04-02,12188.11,COMPRA,03657421000188,False,AGENCIA
ca43e1d2-e1e5-4404-9441-1f9afb9bd027,6D3E1A00-5F9,2023-05-29,11594.61,SAQUE,85614397000164,False,AGENCIA
5770f7a1-11e9-47ca-bb1a-6735fab66baa,7B92757C-165,2024-09-19,10546.28,PAGAMENTO_BOLETO,60753812000130,False,APP
ab0885a5-b7ef-443b-af0f-d24e07bad012,BC85BFB0-8B7,2023-12-18,1979.18,SAQUE,59174086000111,False,AGENCIA
c0403e9d-5d3c-46f8-ac41-ea1257b518df,A05CDDF8-1A5,2024-09-11,17761.27,ESTORNO,90672813000110,False,ATM
fd276e1d-2d32-48b5-9d61-54d8e00488aa,0642DBF1-F3B,2024-01-07,19524.68,ESTORNO,56387904000176,False,ATM
ede00a2a-33c6-40fb-ae07-0ee9cf687db5,B65F3007-8D0,2023-07-08,10350.61,COMPRA,41609275000104,False,INTERNET
34c73488-9507-401b-aefe-ce0d0801d034,D93797BE-03D,2024-12-18,16551.07,ESTORNO,73204598000104,False,INTERNET
ebd42575-3940-4780-88a4-ec22f40c28e9,EC6669C7-D05,2023-04-08,9927.04,COMPRA,54173086000183,False,ATM
baf31ae1-ada7-457f-93a1-27ef8f0873a9,F0E75944-84E,2023-01-27,13711.52,PIX,56132904000125,False,APP
db6f426b-0e76-4a05-9ee4-83baf9300bc2,B8935E22-3BB,2024-09-24,2599.55,SAQUE,76190285000132,False,ATM
666ae4c7-4a2e-4b80-b3f0-7b07320f8060,01DF65B6-0B7,2023-09-11,7735.3,ESTORNO,69581072000176,False,INTERNET
6dc91cb8-c0c8-4fb4-8ad3-fb2d3f1a4f8a,9BDE1FEC-A19,2023-06-24,3283.23,COMPRA,71504836000171,True,AGENCIA
9dcf496f-f012-43e8-a6d3-3fc7e7e1d1d5,BEE2E907-9A2,2023-11-30,21509.43,PIX,04582639000183,False,POS
efff0b08-1cac-41a7-ac30-ffc6d969f7de,14C6AB9C-551,2024-07-15,23371.54,PIX,58246901000148,False,POS
91092c99-2bf3-470c-9a15-766bca01ceac,FE550B83-AD5,2024-09-03,4427.15,PIX,25104836000167,False,POS
e9966a62-08fa-46db-ae34-d2a784f45ab3,374245DD-E2B,2024-10-17,10875.28,ESTORNO,46195820000187,False,AGENCIA
f46cf9e3-5c05-44f8-bce4-c8254c6025df,102B7809-B1B,2023-08-21,12042.07,COMPRA,19386047000163,False,AGENCIA
9e6a5167-1211-45df-8724-d6e5f52bfe06,4562342B-FE4,2023-06-09,10305.98,TED,52419607000104,True,POS
6014c8c0-312b-4935-9cc7-2b4e94430ca5,5F44A477-688,2023-05-20,20384.77,TED,52406879000170,False,POS
fe88a687-58c2-4128-9007-d6e0eb481dd1,906C71F1-123,2024-05-18,209.42,PIX,89760251000188,False,ATM
66a06d5c-03c5-42c2-9eab-27494e5d1ca3,3D9981D3-89B,2024-09-03,19949.42,SAQUE,05841297000131,False,POS
a8180c9d-39be-4b4e-ba6c-4bbe85b870b7,B1D96C90-4FF,2024-02-26,9342.04,PAGAMENTO_BOLETO,49786152000150,False,INTERNET
d5d452be-4261-4567-bb1e-3c88248d09a2,47A89C81-4A7,2024-10-23,4082.99,PIX,67534821000189,False,INTERNET
6f1ad06a-c244-4ebb-a54e-df03fa22f1e6,3ACA409F-4E1,2024-03-08,6575.61,ESTORNO,24183659000199,False,POS
37bbc8c4-1815-4d86-a85b-f90ea1faf45d,0FF62599-9A8,2024-12-02,20189.66,TED,87045126000160,False,POS
5dcb3588-20d5-4bdf-9aa8-22d1a97dfe19,668F2460-A09,2024-02-27,20220.5,SAQUE,03421675000100,False,INTERNET
fdabfb0f-4270-4c86-a8e5-cf6f7a1c658d,4F47DD06-E59,2023-04-24,3416.9,ESTORNO,31249680000105,False,ATM
c5171414-ec82-4e79-bed0-9d419c2af463,57525B34-910,2024-09-29,6804.45,PIX,75260391000182,False,APP
e3812d8d-f6dc-428d-a1cf-202fe092d9b3,06F37FA5-0BA,2024-07-01,3805.0,COMPRA,32917608000171,False,APP
51e48eed-c54e-4cd0-913d-159a83438860,6C27E886-59D,2023-05-09,7053.94,ESTORNO,20648795000156,False,APP
