id_contrato,cd_cliente,dt_contrato,vl_limite,vl_utilizado,tp_produto,cd_status,dt_vencimento,nr_parcelas,tx_juros_am
13C5A291-06F8-4D,647FFEFC-79B,2020-07-11,82908.15,1799.31,CREDITO_PESSOAL,RENEGOCIADO,2025-09-08,17,7.3879
80E886F6-C2EE-42,730689F8-6DF,2023-12-21,58645.46,51780.75,FINANCIAMENTO_VEICULO,ENCERRADO,2030-06-10,60,3.5308
895F3EF4-5214-46,162A5E47-A4B,2019-09-18,88091.02,87855.78,CHEQUE_ESPECIAL,ENCERRADO,2026-04-24,20,2.1982
83D8C187-6BF7-46,67786A9E-4F4,2018-06-11,3109.34,2152.32,CHEQUE_ESPECIAL,EM_ATRASO,2024-10-10,21,7.5033
A67BF51E-E286-4C,5A6D3EBB-2AD,2020-04-06,92882.32,70301.89,CREDITO_PESSOAL,ENCERRADO,2028-10-03,18,2.5939
6A224D40-9A1D-43,E3E7BBEE-5A7,2018-04-22,92027.89,81738.91,CHEQUE_ESPECIAL,RENEGOCIADO,2025-05-19,54,8.0997
26583267-DC06-40,918023C4-58E,2020-05-04,3029.68,3022.6,FINANCIAMENTO_VEICULO,ATIVO,2029-01-04,29,3.8737
E8AF62D1-DCC7-4C,B4F7CB46-6F6,2019-05-26,20960.41,9171.87,CARTAO_CREDITO,ENCERRADO,2029-09-06,59,5.2529
EA0176EC-DA9C-49,B1491004-428,2020-05-08,51891.37,9720.06,CARTAO_CREDITO,RENEGOCIADO,2030-10-13,23,6.5726
F57609E1-93B1-4C,95FA46AD-CEA,2019-01-07,32029.52,7034.59,CONSIGNADO,EM_ATRASO,2029-05-11,17,4.7173
2758DC83-C808-4E,E4882AD1-C82,2022-04-06,94517.24,1754.93,FINANCIAMENTO_VEICULO,RENEGOCIADO,2025-02-13,23,3.575
5624A00C-D7EB-4A,2ADB52D0-CC3,2021-05-16,31343.18,2353.92,CHEQUE_ESPECIAL,ATIVO,2028-05-15,57,4.4295
6D14D3A7-5C70-45,8C2D2AB7-007,2021-08-17,95155.26,30061.79,CARTAO_CREDITO,ENCERRADO,2026-10-16,12,5.1473
26F6BA5E-7116-4D,A6370EC5-C14,2023-04-09,13230.86,2369.94,CARTAO_CREDITO,ATIVO,2030-09-08,52,2.4157
B5AC4E59-D651-4C,A8F50EE8-9D9,2022-08-27,74115.0,24980.26,CHEQUE_ESPECIAL,RENEGOCIADO,2025-12-07,12,8.0094
CB8FDE7F-9182-43,362C1C75-C3C,2020-01-14,96547.37,82380.17,CREDITO_PESSOAL,ATIVO,2025-10-27,2,4.6312
E65DD780-B7CD-4E,9C89B1B5-6C7,2020-12-22,30953.45,22258.92,CONSIGNADO,EM_ATRASO,2024-04-26,51,0.9989
B24ABEA2-EC3A-46,0073F17E-E5B,2019-08-15,3335.44,1804.73,FINANCIAMENTO_VEICULO,ATIVO,2030-01-18,25,6.6713
F9562B11-05A0-44,3688B8A0-723,2019-02-15,72391.01,14130.82,CARTAO_CREDITO,EM_ATRASO,2026-07-01,6,4.0331
54CB9D7F-3FA8-4A,1CFAAEEA-286,2023-03-18,7099.41,7909.03,FINANCIAMENTO_VEICULO,RENEGOCIADO,2025-07-04,55,5.4452
9001DDE5-3914-4E,34E1435B-A23,2023-04-08,63867.1,22873.72,CREDITO_PESSOAL,ENCERRADO,2027-08-15,43,4.9579
4B4F96DD-7B31-4B,3FA32CB0-A36,2019-01-30,95712.08,73573.56,FINANCIAMENTO_VEICULO,RENEGOCIADO,2030-05-28,13,1.7689
D07743E5-00C7-4B,705C9D4C-E25,2019-08-08,51716.04,47902.74,CHEQUE_ESPECIAL,ATIVO,2025-01-23,46,3.9096
892A6879-B692-43,AFC10EED-34B,2020-07-15,88748.33,10739.65,CREDITO_PESSOAL,ENCERRADO,2027-05-18,22,6.2705
61ACE87D-12B3-4C,EC97F7C4-F25,2023-10-19,46483.84,31581.23,CONSIGNADO,EM_ATRASO,2025-06-23,21,4.0496
C160E6B7-5456-44,41AEFDD2-E66,2018-05-21,66289.58,44167.01,FINANCIAMENTO_VEICULO,ATIVO,2026-03-21,12,0.9103
4D0402F7-E440-4F,7E1ABA3F-9A3,2020-09-01,63645.75,61143.58,CHEQUE_ESPECIAL,RENEGOCIADO,2027-08-14,1,5.2051
6B0F230C-FF0B-45,722A6333-836,2022-07-20,48642.56,19237.5,FINANCIAMENTO_VEICULO,ENCERRADO,2029-01-30,40,2.8236
2FE8EC2E-6DD0-49,AE8E9497-1F0,2023-10-09,44266.37,37923.2,CREDITO_PESSOAL,EM_ATRASO,2026-02-02,17,3.4256
93BC49F3-EF29-4F,EB2F0CD5-C81,2023-02-13,87261.13,77471.21,CARTAO_CREDITO,EM_ATRASO,2029-10-27,17,1.286
8F6E5347-FF70-4E,F607C0F0-A0B,2024-02-04,36859.51,27225.78,CHEQUE_ESPECIAL,ATIVO,2026-07-19,30,7.1916
BEAB1546-739A-49,45C224A0-396,2019-06-02,12467.64,10218.47,CREDITO_PESSOAL,EM_ATRASO,2029-01-27,28,5.0604
775D52D0-6C5C-4B,80DEB03E-639,2023-08-30,93985.09,104439.66,CHEQUE_ESPECIAL,RENEGOCIADO,2029-09-23,13,1.8912
34ACFCE2-B8C9-44,BF9172D8-4AF,2020-03-24,68217.15,60870.03,CREDITO_PESSOAL,ENCERRADO,2030-04-24,56,4.8853
491859CF-27D7-4E,40C35654-9FA,2024-01-19,5176.02,3173.57,CHEQUE_ESPECIAL,ENCERRADO,2028-03-13,11,1.5711
CA211A7D-2DB2-40,EC90248A-B74,2020-07-15,16980.73,12386.76,CHEQUE_ESPECIAL,RENEGOCIADO,2026-04-08,18,1.1766
FEA10792-5E52-4D,134A9EFB-3EE,2022-05-16,96930.06,44685.12,CONSIGNADO,RENEGOCIADO,2029-05-05,30,3.2788
6F224341-9855-40,3404C364-AFF,2018-11-03,72293.99,24940.86,CREDITO_PESSOAL,EM_ATRASO,2026-05-05,60,6.4476
ED97103E-8B69-4D,FDD21D6E-8D5,2022-08-08,59601.5,4579.6,CHEQUE_ESPECIAL,ENCERRADO,2029-05-23,53,2.0339
25E9792D-A40D-4C,23CB90B2-FF8,2020-09-20,97223.45,109174.48,FINANCIAMENTO_VEICULO,ENCERRADO,2028-09-12,26,5.3539
64FD0A64-BD47-4E,CAC8C90D-463,2020-07-15,25233.04,10168.12,CREDITO_PESSOAL,ENCERRADO,2028-07-02,8,6.39
8B0D83EC-2DD3-48,BAAAD1BE-979,2020-04-23,58800.01,45462.1,FINANCIAMENTO_VEICULO,ENCERRADO,2027-02-02,49,3.3215
FF4BD228-49E9-4D,2027BA86-36B,2023-11-18,63857.28,38232.2,CARTAO_CREDITO,RENEGOCIADO,2026-08-09,43,4.1747
051FC778-BFEE-49,278529FE-FBC,2023-02-05,82312.92,51235.55,CHEQUE_ESPECIAL,ATIVO,2027-10-30,57,2.8952
F4D02826-A34D-49,191BEDF8-268,2020-11-12,98801.96,43347.08,CARTAO_CREDITO,RENEGOCIADO,2028-10-10,38,2.0971
8242EE18-1A19-4B,B45EE38D-AB9,2023-06-19,71121.19,70789.2,CREDITO_PESSOAL,ENCERRADO,2029-11-11,7,1.482
DB17D04B-024C-45,362C1C75-C3C,2022-01-25,73310.05,80911.91,CHEQUE_ESPECIAL,RENEGOCIADO,2028-11-06,27,1.2362
A282D8FA-E9E7-42,7E1ABA3F-9A3,2021-02-03,10966.41,9710.07,CREDITO_PESSOAL,EM_ATRASO,2028-09-14,43,7.2395
54B9679C-496F-49,18D7CAA4-CD4,2019-02-19,98317.12,9394.92,FINANCIAMENTO_VEICULO,ENCERRADO,2030-07-27,32,2.5047
D8B8E33B-F5B3-49,8FCB0CD7-556,2023-06-22,43659.82,13343.2,CONSIGNADO,RENEGOCIADO,2030-10-20,34,7.502
6169F2B0-8137-4A,9B5D90C3-C81,2019-03-18,66921.92,3240.12,CONSIGNADO,ATIVO,2030-06-15,7,1.7045
063D939B-F35E-40,B63E1732-92E,2022-09-24,76521.05,31741.39,FINANCIAMENTO_VEICULO,ATIVO,2027-11-23,42,6.8686
9E2F18CD-4FF8-49,24EC773F-E40,2023-11-12,85297.19,56240.42,CARTAO_CREDITO,RENEGOCIADO,2028-11-03,43,7.7922
D943B87D-DF57-4D,5C29EEF3-CA9,2021-09-09,21995.93,4571.82,CARTAO_CREDITO,EM_ATRASO,2028-08-15,52,1.0185
6C49EE12-2F2D-4B,DDE12399-611,2022-01-08,45934.01,47063.36,CREDITO_PESSOAL,EM_ATRASO,2026-10-15,18,4.2343
4C517E7B-712F-4D,78BCAF68-EDB,2020-12-13,5256.01,2769.58,CHEQUE_ESPECIAL,ENCERRADO,2030-04-06,50,7.4488
E817D5F1-F866-4B,3916EB5F-FFA,2021-11-28,65004.55,55371.56,CHEQUE_ESPECIAL,RENEGOCIADO,2024-12-30,22,3.5089
ED19A903-00A7-4D,8FCB0CD7-556,2020-07-21,54054.36,50050.5,CREDITO_PESSOAL,EM_ATRASO,2025-02-18,59,6.3589
CD929072-0E1D-46,7E6F7315-955,2023-07-30,64125.45,23076.38,CHEQUE_ESPECIAL,RENEGOCIADO,2026-04-08,17,7.391
F4B6BE39-2FEC-4D,8536384A-BF4,2022-11-29,48801.34,18913.03,CREDITO_PESSOAL,ENCERRADO,2025-11-21,21,0.9226
5F44EE79-4DFD-49,3688B8A0-723,2023-09-05,19384.08,6922.19,CONSIGNADO,EM_ATRASO,2030-04-12,35,2.1699
090A86EB-DCE1-4B,5C29EEF3-CA9,2019-01-18,62037.86,5417.5,CARTAO_CREDITO,RENEGOCIADO,2026-12-14,10,6.3123
C5DED8D3-0B08-4A,80DEB03E-639,2022-04-27,53516.36,24417.92,CARTAO_CREDITO,EM_ATRASO,2030-11-17,37,8.2747
97743FA7-0D9E-46,F607C0F0-A0B,2018-06-17,32721.71,8460.15,CHEQUE_ESPECIAL,ENCERRADO,2027-01-26,2,4.6076
C04E3F9F-309E-46,3A5EFA35-277,2020-10-01,83408.17,94313.92,CHEQUE_ESPECIAL,RENEGOCIADO,2026-06-03,10,0.8956
878B6DEF-4448-48,76065404-A6E,2023-06-03,24746.18,591.19,FINANCIAMENTO_VEICULO,RENEGOCIADO,2030-03-28,36,8.4875
47C52EA8-E8AA-4B,51F1EE57-531,2023-10-26,19627.79,4199.69,CONSIGNADO,RENEGOCIADO,2030-06-15,57,7.748
CE099FC8-B8B2-44,CB212CAE-112,2022-01-30,39016.83,11732.99,CREDITO_PESSOAL,RENEGOCIADO,2028-02-25,24,7.7304
3D3283D2-FA0C-44,96100498-8E0,2022-01-02,93723.76,34507.02,CARTAO_CREDITO,ENCERRADO,2027-08-10,56,7.1713
39F34AE9-4B85-40,50042736-D7F,2019-06-12,70392.26,64401.22,CARTAO_CREDITO,RENEGOCIADO,2030-01-01,21,1.607
4AE7BD50-073B-40,46D5CA57-64F,2021-11-27,82716.23,21671.49,CONSIGNADO,ENCERRADO,2029-03-20,18,5.2218
5E5D749D-04C0-4F,A3331440-D4D,2023-07-30,5793.54,4122.84,CONSIGNADO,RENEGOCIADO,2024-09-21,11,0.9703
EC0B38D0-A55D-48,A6370EC5-C14,2021-11-24,45122.59,33743.54,FINANCIAMENTO_VEICULO,ENCERRADO,2024-09-18,44,3.529
2C6448E4-AFD5-40,7E86A6FB-BF6,2020-10-29,95496.06,30320.38,CARTAO_CREDITO,RENEGOCIADO,2028-10-30,46,6.6856
C10169B9-3B53-49,0C15FBFC-C74,2023-01-26,13769.0,6274.3,CREDITO_PESSOAL,EM_ATRASO,2027-09-15,15,5.1879
C0DB1F3F-D8D6-4A,C732F7EB-5B0,2019-08-14,87658.89,95391.1,CONSIGNADO,EM_ATRASO,2024-01-28,40,1.2079
